name,spec,price,link
"Large farmhouse & pool to let, Midi Pyrenees - MA007622","Bedrooms 6, Sleeps 10",£765 to £3320 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MA007622/index.htm
Rural watermill to let in Dordogne village - AD004466_C,"Bedrooms 2, Sleeps 4",€536 to €764 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004466_C/index.htm
"Holiday villa with pool, St Remy de Provence - CB006708","Bedrooms 3, Sleeps 6, Ratings 1 10/10",£1050 to £1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/CB006708/index.htm
Renovated barn to let with pool in Charente - PC007457,"Bedrooms 2, Sleeps 4",£540 to £650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC007457/index.htm
Large converted barn to let in Aquitaine - AD003896,"Bedrooms 4, Sleeps 9, Ratings 2 10/10",£1200 to £1390 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD003896/index.htm
Holiday cottage to rent near Josselin - BM004081,"Bedrooms 1, Sleeps 2",£352 to £402 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM004081/index.htm
Large house for holiday rental in Brittany - BM003741,"Bedrooms 6, Sleeps 12",£1000 to £1300 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM003741/index.htm
Beautiful house to let in Charente Maritime - PM006706,"Bedrooms 4, Sleeps 8, Ratings 2 9.9/10",£900 to £2020 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM006706/index.htm
"Converted Barn to let in Vanzay, Deux Sevres - PS003844_B","Bedrooms 2, Sleeps 4",£650 to £810 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS003844_B/index.htm
2 Holiday gites in Normandy Manche village - NM006338,"Bedrooms 2, Sleeps 4, Ratings 3 9.5/10",£385 to £500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM006338/index.htm
Holiday let with heated pool in Aquitaine - AT004766,"Bedrooms 3, Sleeps 8, Ratings 3 9.8/10",£800 to £1600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT004766/index.htm
"Laroque de Alberes Holiday villa, Languedoc - RP004002","Bedrooms 3, Sleeps 6, Ratings 2 10/10",£640 to £1680 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RP004002/index.htm
"Holiday villa, large private pool, Aquitaine - AT007615","Bedrooms 4, Sleeps 8, Ratings 2 10/10",£2250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT007615/index.htm
Holiday gite to let close to Sarlat - AD003614,"Bedrooms 4, Sleeps 8, Ratings 2 10/10",£695 to £1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD003614/index.htm
Holiday gite with indoor pool in rural Vendee - LV005950,"Bedrooms 2, Sleeps 5",£495 to £763 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV005950/index.htm
Large cottage to let in the Loire Valley - VR004627,"Bedrooms 2, Sleeps 6, Ratings 2 9.9/10",£375 to £700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VR004627/index.htm
Holiday gite for let in Brittany - BM005177_D,"Bedrooms 11, Sleeps 22, Ratings 8 9.7/10",£400 to £1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM005177_D/index.htm
Perigord farmhouse for rent in the Dordogne - AD003985,"Bedrooms 5, Sleeps 10, Ratings 3 9.6/10",£795 to £1725 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD003985/index.htm
Detached holiday property in Finistere - BF003685,"Bedrooms 6, Sleeps 12, Ratings 18 9.7/10",£1500 to £2800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF003685/index.htm
Lovely cottage to let with pool in Dordogne - AD007594,"Bedrooms 3, Sleeps 6",£1675 to £2220 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007594/index.htm
Large Farmhouse for 10 to let in Loire Valley - VE006744_A,"Bedrooms 9, Sleeps 18, Ratings 1 10/10",£800 to £1700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VE006744_A/index.htm
Gite with pool to let in rural Dordogne - AD005979,"Bedrooms 3, Sleeps 8",£665 to £1610 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005979/index.htm
"Holiday gite on the Dordogne border, Charente - PC003220","Bedrooms 2, Sleeps 5, Ratings 9 9.9/10",£425 to £750 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC003220/index.htm
House & pool Le Bugue/Les Eyzies Dordogne - AD005220,"Bedrooms 3, Sleeps 6, Ratings 1 10/10",£1000 to £1800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005220/index.htm
Charming cottage to let in Cotes d'Armor - BN007672,"Bedrooms 2, Sleeps 4, Ratings 24 9.8/10",£400 to £625 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN007672/index.htm
"Large 19thC gite to let, pool, Midi Pyrenees - MG007661","Bedrooms 5, Sleeps 10",£2600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MG007661/index.htm
Gite to let in rural Aquitaine vineyards - AG005537,"Bedrooms 3, Sleeps 5, Ratings 2 10/10",£320 to £391 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AG005537/index.htm
Holiday accommodation plus pool in Argol - BF001630_D,"Bedrooms 2, Sleeps 4, Ratings 3 10/10",€995 to €1650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF001630_D/index.htm
Holiday accommodation to rent in Bannalec - BF001457_B,"Bedrooms 1, Sleeps 2",£265 to £380 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF001457_B/index.htm
Self catering gite in rural Western Loire - LS003541,"Bedrooms 2, Sleeps 4, Ratings 1 10/10",£449 to £999 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LS003541/index.htm
Holiday Farmhouse for rent nr Chateaubriant - LA007704,"Bedrooms 4, Sleeps 10",£850 to £1200 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LA007704/index.htm
Riverside house with pool to let St Savinien - PM007337,"Bedrooms 7, Sleeps 14",£2750 to £3450 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM007337/index.htm
"Large villa & pool to let, Gard near Provence - RG007408","Bedrooms 7, Sleeps 15",£3300 to £5100 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RG007408/index.htm
"Modern house to let, tranquil area, Aquitaine - AG007710","Bedrooms 4, Sleeps 7",£1700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AG007710/index.htm
Self catering gite for rent nr Courleon - LL003935,"Bedrooms 3, Sleeps 6",£500 to £700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LL003935/index.htm
"Large gite to let in rural Normandy, Manche - NM005907","Bedrooms 2, Sleeps 4, Ratings 1 9.7/10",£360 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM005907/index.htm
Beautiful gite to let with a pool in Lomousin - UH007659,"Bedrooms 4, Sleeps 8",£1200 to £1500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/UH007659/index.htm
"Lovely farmhouse to let in Mantilly, Orne - NO007695","Bedrooms 3, Sleeps 6",£640 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NO007695/index.htm
"Charming Chateau to let with pool, Normandy - NM007733","Bedrooms 6, Sleeps 12",£3662 to £4636 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM007733/index.htm
Pretty Gite for 2 in rural Calvados Normandy - NC006933,"Bedrooms 1, Sleeps 2, Ratings 4 10/10",£325 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NC006933/index.htm
Holiday rental with heated pool in Brittany - BM003150,"Bedrooms 4, Sleeps 8, Ratings 2 9.8/10",£745 to £1405 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM003150/index.htm
Luxurious farmhouse & pool to let in Dordogne - AD007634,"Bedrooms 5, Sleeps 10",£2450 to £6000 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007634/index.htm
Self catering farmhouse holidays Vendee - LV000917,"Bedrooms 4, Sleeps 10, Ratings 5 9.8/10",£795 to £1350 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV000917/index.htm
Luxury holiday let with pool in Aquitaine - AD005116,"Bedrooms 2, Sleeps 4, Ratings 1 9.8/10",£1000 to £1500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005116/index.htm
Gite with shared pool in Poitou Charentes - PS005217,"Bedrooms 2, Sleeps 6",£560 to £840 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS005217/index.htm
Newly-renovated gite for holidays in Brittany - BN004893,"Bedrooms 4, Sleeps 8, Ratings 3 9.5/10",£260 to £760 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN004893/index.htm
"Cottage, holiday rental, Nantes-Brest Canal - BF002666","Bedrooms 3, Sleeps 6, Ratings 5 9.9/10",£375 to £450 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF002666/index.htm
Holiday house with pool for rental in Vendee - LV006458,"Bedrooms 3, Sleeps 6",£990 to £1700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV006458/index.htm
Large holiday cottage in rural Calvados - NC005640,"Bedrooms 4, Sleeps 8, Ratings 8 10/10",£650 to £1100 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NC005640/index.htm
Farmhouse for holiday rental in Midi Pyrenees - MT003771,"Bedrooms 5, Sleeps 10, Ratings 4 9.5/10",£925 to £1650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MT003771/index.htm
 - PC006033_E,"Bedrooms 2, Sleeps 4",£560 to £728 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC006033_E/index.htm
Dog friendly holiday gite for 4 in Normandy - NM006414,"Bedrooms 2, Sleeps 4, Ratings 3 10/10",£350 to £485 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM006414/index.htm
"Rural Gite for 2 to let in Plessala, Brittany - BN006079","Bedrooms 1, Sleeps 2, Ratings 3 9.9/10",£375 to £600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN006079/index.htm
Lovely holiday gite near beach in Herault - RH006832,"Bedrooms 2, Sleeps 3",£290 to £770 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RH006832/index.htm
Three gites for holiday rental in Souvigne - PS001609_C,"Bedrooms 2, Sleeps 4",£315 to £560 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS001609_C/index.htm
Holiday gite by the park & river Treguir - BN004376,"Bedrooms 3, Sleeps 6, Ratings 1 7/10",£395 to £538 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN004376/index.htm
Gite to let in rural Charente + shared pool - PC004724,"Bedrooms 2, Sleeps 2, Ratings 3 10/10",£735 to £1085 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC004724/index.htm
Holiday gite in Brittany - BM006084,"Bedrooms 2, Sleeps 4",£370 to £500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM006084/index.htm
"Lovely small house, waters edge, Crozon - BF002860_D","Bedrooms 2, Sleeps 4",£351 to £711 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF002860_D/index.htm
Stunning barn conversion to let in Charente - PC006609,"Bedrooms 1, Sleeps 2, Ratings 1 9.8/10",£450 to £600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC006609/index.htm
"Holiday let with shared pool, rural Dordogne - AD005225","Bedrooms 2, Sleeps 4, Ratings 1 4.3/10",£480 to £925 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005225/index.htm
Brittany cottage with garden and heated pool - BN002849,"Bedrooms 3, Sleeps 5",£650 to £1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN002849/index.htm
Holiday let & pool Loire Valley - VI004218_D,"Bedrooms 2, Sleeps 3",£395 to £745 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VI004218_D/index.htm
Lovely cottage to let in Normandy - NO007479,"Bedrooms 3, Sleeps 6",£750 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NO007479/index.htm
Holiday gite accommodation nr La Palmyre - PM002091,"Bedrooms 3, Sleeps 6, Ratings 2 9.8/10",£560 to £980 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM002091/index.htm
Mobile Home for 6 to let on Vendée coast - LV005263_A,"Bedrooms 5, Sleeps 10, Ratings 2 9.5/10",£180 to £575 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV005263_A/index.htm
Holiday let & pool Loire Valley - VI004218_A,"Bedrooms 13, Sleeps 23",£395 to £1095 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VI004218_A/index.htm
House for holiday rental in Var - CV002990,"Bedrooms 3, Sleeps 6, Ratings 1 10/10",€1380 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/CV002990/index.htm
"Riverside luxury gites with pool, Dordogne - AD004591","Bedrooms 3, Sleeps 6, Ratings 1 10/10",£880 to £1700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004591/index.htm
Spacious private holiday gite in Dordogne - AT006551,"Bedrooms 4, Sleeps 8",£1512 to £1680 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT006551/index.htm
Holiday Cottage - Ideal for Fishing! Mayenne - LM003930,"Bedrooms 2, Sleeps 4, Ratings 6 9/10",£500 to £550 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LM003930/index.htm
Holiday villa with pool on Aquitaine coast - AG005698,"Bedrooms 3, Sleeps 6, Ratings 1 10/10",£4000 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AG005698/index.htm
Villa to let in Pezenas - RH004957,"Bedrooms 2, Sleeps 5, Ratings 2 10/10",£530 to £750 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RH004957/index.htm
Spacious gite to let with pool in Aquitaine - AG005818,"Bedrooms 4, Sleeps 6, Ratings 2 9.9/10",€1200 to €1550 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AG005818/index.htm
Family gite to let on complex in Charente - PC006033_D,"Bedrooms 3, Sleeps 6",£840 to £1092 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC006033_D/index.htm
"Lovely small house, waters edge, Crozon - BF002860_D","Bedrooms 8, Sleeps 18",£261 to £711 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF002860_D/index.htm
Village house with pool to let near Bergerac - AD002206,"Bedrooms 4, Sleeps 8, Ratings 9 9.5/10",£695 to £1355 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD002206/index.htm
Lovely Gite to let with heated pool in Vendee - LV007525,"Bedrooms 3, Sleeps 6",£637 to £1146 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV007525/index.htm
Holiday house at the beach to let in Brittany - BF002152,"Bedrooms 6, Sleeps 12, Ratings 6 9.3/10",£675 to £1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF002152/index.htm
Holiday accommodation plus pool in Argol - BF001630_E,"Bedrooms 3, Sleeps 6, Ratings 2 9.7/10",€1200 to €1800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF001630_E/index.htm
Old wine store near Saint Palais de Phiolin - PM004532,"Bedrooms 1, Sleeps 3, Ratings 4 9.1/10",£490 to £729 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM004532/index.htm
1 bedroom holiday with pool gite near Eymet - AT006594,"Bedrooms 1, Sleeps 2",£580 to £700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT006594/index.htm
Lovely gite on complex in Charente Maritime - PM006397,"Bedrooms 2, Sleeps 4",£750 to £1295 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM006397/index.htm
"Holiday house with shared pool, Soreze 3km - MT002148_A","Bedrooms 6, Sleeps 14",£580 to £730 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MT002148_A/index.htm
Large holiday gite with pool near Eymet - AD006488,"Bedrooms 4, Sleeps 8, Ratings 1 5.5/10",£1035 to £2380 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006488/index.htm
Gite for holiday rental in Brittany - BM003602,"Bedrooms 3, Sleeps 7, Ratings 2 9/10",£400 to £695 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM003602/index.htm
Villa & Pool for holiday rental Dordogne/Lot - AD003655,"Bedrooms 3, Sleeps 6, Ratings 18 9.4/10",£1200 to £1600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD003655/index.htm
"Holiday Cottage to let with pool, Mayenne - LM006760_A","Bedrooms 3, Sleeps 6, Ratings 1 10/10",€560 to €1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LM006760_A/index.htm
Holiday cottage in Brittany - BI007539,"Bedrooms 2, Sleeps 6",£634 to £684 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BI007539/index.htm
Gite for holiday rental shared pool nr Matha - PM002983_A,"Bedrooms 10, Sleeps 24, Ratings 1 10/10",£250 to £1100 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM002983_A/index.htm
Self catering holiday let in Dordogne - AD003590,"Bedrooms 2, Sleeps 6",£250 to £450 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD003590/index.htm
Large holiday home + private pool - Dordogne - AD001128,"Bedrooms 6, Sleeps 16, Ratings 6 9.9/10",£950 to £1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD001128/index.htm
"Holiday chalet in Hautes Alpes, near Gap - CH006275","Bedrooms 4, Sleeps 10",£850 to £1450 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/CH006275/index.htm
Farmhouse with pool to let near Aubeterre - PC005158,"Bedrooms 4, Sleeps 8, Ratings 3 9.8/10",£850 to £1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC005158/index.htm
"Holiday cottage with shared pool, Brittany - BM007070_A","Bedrooms 7, Sleeps 14, Ratings 1 10/10",£1000 to £2050 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM007070_A/index.htm
Large holiday let with pool in rural Dordogne - AD005061,"Bedrooms 4, Sleeps 8, Ratings 3 10/10",£700 to £1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005061/index.htm
Peaceful cottage to let in the Vendee - LV007320,"Bedrooms 2, Sleeps 4",£372 to £791 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV007320/index.htm
Riverside gite to let in rural Aquitaine - AT007411,"Bedrooms 4, Sleeps 8",£1600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT007411/index.htm
"Holiday cottage with shared pool, Aquitaine - AT007460","Bedrooms 1, Sleeps 2",£480 to £595 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT007460/index.htm
Coastal holiday let nr Caen & Cherbourg - NC004833,"Bedrooms 2, Sleeps 4, Ratings 6 10/10",£490 to £770 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NC004833/index.htm
Rural watermill to let in Dordogne village - AD004466_B,"Bedrooms 3, Sleeps 6, Ratings 2 10/10",€808 to €1156 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004466_B/index.htm
Lovely cottage to let for holidays in Serigny - PV005853,"Bedrooms 2, Sleeps 6, Ratings 2 10/10",£490 to £791 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PV005853/index.htm
Holiday cottage & pool to let nr Pont-Aven - BF002047_F,"Bedrooms 4, Sleeps 8, Ratings 10 9.8/10",£525 to £1425 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF002047_F/index.htm
Holiday cottage for 2 in rural Normandy - NM004757,"Bedrooms 1, Sleeps 2, Ratings 1 10/10",£350 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM004757/index.htm
"Holiday gite in Baud, Brittany - BM005823_A","Bedrooms 4, Sleeps 8, Ratings 7 9.9/10",£1600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM005823_A/index.htm
Cottage for holiday rental Loire Atlantique - LA003049,"Bedrooms 2, Sleeps 4, Ratings 4 10/10",£301 to £497 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LA003049/index.htm
"Rustic gite with pool to let, Chavenat - PC004238","Bedrooms 3, Sleeps 8, Ratings 1 8.3/10",£485 to £1260 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC004238/index.htm
Gite in Limousin for holiday rental - US004409,"Bedrooms 1, Sleeps 2, Ratings 2 10/10",£325 to £375 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/US004409/index.htm
